NumStories,ParcelID,Height_Ft,FromH7,Residential Exemption,AC Type,Address,Bath Style 1,Bath Style 2,Bath Style 3,Bathrooms,Bedrooms,Classification Code,Commercial units,Community Preservation,Condition,Exterior Condition,Exterior Finish,FY2024 Building value,FY2024 Gross Tax,FY2024 Land Value,FY2024 Net Tax,FY2024 Total Assessed Value,Fireplaces,Foundation,Grade,Half Bathrooms,Heat Type,Interior Condition,Kitchen Style 1,Kitchen Style 2,Kitchen Style 3,Kitchen Type,Land Use,Living Area,Lot Size,Mixed-use units,Number of Kitchens,Other Fixtures,Parking Spots,Personal Exemption,Property Type,Quality,Residential Exemption,Residential units,Roof Cover,Roof Structure,Size/sqft,Style,Total Rooms,Total units (sum of values),Total units,Type,View,Year Built,distance,formatted,lat,lon,Centr_Lat,Centr_Lon,GoogleLnk,Ground_Elevation_Ft,Model_LOD,ZMax,ZMin
3,1500671000,34.48000283,0,$0.00 ,None,4  LEROY ST BOSTON MA 02122,Semi-Modern,Semi-Modern,Semi-Modern,3,6,0105 (Residential Property  / THREE-FAM DWELLING),,$82.44 ,,Average,Wood Shake,"$656,800.00 ","$9,333.67 ","$199,500.00 ","$9,416.11 ","$856,300.00 ",0,Stone,Average,0,Forced Hot Air,Average,No Remodeling,No Remodeling,No Remodeling,3 Full Eat In Kitchens,105 - THREE-FAM DWELLING,"3,543 sq ft","3,000 sq ft",,3,0,3,No,Three Family,,No,,Rubber Roof,Flat,,Decker,15,,,,Average,1905,0,"4 Leroy Street, Boston, MA 02122, United States of America",42.3008462,-71.06642327,42.30085956,-71.06642636,"https://www.google.com/maps/search//@42.2988595571714,-71.066426358633,263a,35y,39.46t/data=!3m1!1e3",29.52,1,64.00000283,24.50008183
3,1701181000,8.240002833,0,$0.00 ,,30  LARCHMONT ST BOSTON MA 02124,,,,,,0995 (Exempt Property Type / CONDO MAIN),0,$0.00 ,,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,,,,,,,,,,,0 sq ft,"5,151 sq ft",0,,,,No,Condo Main Building,,No,0,,,,,,"$1,036,400 ",0,,,1910,7.610554771,"353 Park Street, Dorchester, MA 02124, United States of America",42.296568,-71.068879,42.29663466,-71.06890001,"https://www.google.com/maps/search//@42.2946346561332,-71.0689000057937,263a,35y,39.46t/data=!3m1!1e3",55.76,1,64.00000283,51.00002883
2,1500072000,35.35177203,0,"$3,610.53 ",None,5  GORDON PL BOSTON MA 02122,Semi-Modern,,,1,6,0101 (Residential Property  / SINGLE FAM DWELLING),,$0.38 ,,Average,Asbestos,"$257,200.00 ","$4,738.23 ","$177,500.00 ","$1,128.08 ","$434,700.00 ",0,Stone,Average,0,Ht Water/Steam,Average,Modern,,,1 Full Eat In Kitchens,101 - SINGLE FAM DWELLING,"1,664 sq ft","3,556 sq ft",,1,0,1,No,One Family,,Yes,,Asphalt Shingl,Gable,,Colonial,9,,,,Average,1910,0,"5 Gordon Place, Boston, MA 02122, United States of America",42.3016522,-71.05849122,42.30167083,-71.05847801,"https://www.google.com/maps/search//@42.29967083061005,-71.05847801431484,263a,35y,39.46t/data=!3m1!1e3",13.34642797,1.5,48.6982,3.0713
2.5,1600889000,10.28603677,0,"$3,610.53 ",None,25  PARKMAN ST BOSTON MA 02122,Semi-Modern,Semi-Modern,Modern,3,6,0105 (Residential Property  / THREE-FAM DWELLING),,$67.01 ,Fair,Average,Vinyl,"$633,200.00 ","$11,401.40 ","$412,800.00 ","$7,857.88 ","$1,046,000.00 ",0,Brick,Average,0,Ht Water/Steam,Average,Semi-Modern,Semi-Modern,Modern,2 Full Eat In Kitchens,105 - THREE-FAM DWELLING,"4,151 sq ft","12,426 sq ft",,3,1,6,No,Three Family,AVERAGE,Yes,,Asphalt Shingl,Gable,741,Conventional,15,,,Garage,Average,1890,9.053771332,"21R Parkman Street, Boston, MA 02122, United States of America",42.2960766,-71.05908467,42.29621572,-71.0590285,"https://www.google.com/maps/search//@42.2942157209528,-71.0590284962705,263a,35y,39.46t/data=!3m1!1e3",27.21401906,1,37.50005583,23.00008483
2,1501221010,21.54599524,0,"$3,610.53 ",None,131  HOMES AV BOSTON MA 02122,Modern,Modern,,1,3,0101 (Residential Property  / SINGLE FAM DWELLING),,$10.82 ,,Good,Frame/Clapbrd,"$387,265.00 ","$5,782.45 ","$143,235.00 ","$2,182.74 ","$530,500.00 ",0,Concrete,Average,1,Forced Hot Air,Good,Modern,,,1 Full Eat In Kitchens,101 - SINGLE FAM DWELLING,"1,758 sq ft","5,025 sq ft",,1,0,2,No,One Family,,Yes,,Asphalt Shingl,Gable,,Colonial,7,,,,Average,2007,0,"131 Homes Avenue, Boston, MA 02122, United States of America",42.30366265,-71.0654271,42.30366393,-71.06541947,"https://www.google.com/maps/search//@42.301663932813995,-71.0654194707463,263a,35y,39.46t/data=!3m1!1e3",65.45396159,1,86.99995683,60.50000983
2.5,1500927000,22.89995383,0,$0.00 ,None,11  HOMES AV BOSTON MA 02122,Semi-Modern,Semi-Modern,,2,7,0104 (Residential Property  / TWO-FAM DWELLING),,$67.21 ,,Average,Vinyl,"$505,000.00 ","$7,810.94 ","$211,600.00 ","$7,878.15 ","$716,600.00 ",0,Stone,Average,0,Forced Hot Air,Average,Semi-Modern,Semi-Modern,,2 Full Eat In Kitchens,104 - TWO-FAM DWELLING,"3,710 sq ft","3,550 sq ft",,2,0,0,No,Two Family,,No,,Slate,Gable,,Conventional,13,,,,Average,1920,0.870838188,"11 Homes Avenue, Dorchester, MA 02122, United States of America",42.30241,-71.07078,42.30240789,-71.0707902,"https://www.google.com/maps/search//@42.300407889263894,-71.070790196775,263a,35y,39.46t/data=!3m1!1e3",65.6,1,88.49995383,60.50000983
2.5,1702322000,22.90409217,0,$0.00 ,None,77-79 BLOOMFIELD ST BOSTON MA 02124,No Remodeling,No Remodeling,No Remodeling,2,6,0104 (Residential Property  / TWO-FAM DWELLING),,$49.77 ,,Average,Vinyl,"$278,400.00 ","$6,066.94 ","$278,200.00 ","$6,116.71 ","$556,600.00 ",0,Stone,Average,1,Ht Water/Steam,Fair,No Remodeling,No Remodeling,,2 Full Eat In Kitchens,104 - TWO-FAM DWELLING,"3,286 sq ft","4,590 sq ft",,2,0,3,No,Two Family,,No,,Asphalt Shingl,Gable,,Conventional,12,,,,Average,1890,0,"79 Bloomfield Street, Boston, MA 02124, United States of America",42.29894515,-71.06935687,42.29895439,-71.06935748,"https://www.google.com/maps/search//@42.296954394291895,-71.0693574844745,263a,35y,39.46t/data=!3m1!1e3",60.59587166,1,83.49996383,54.00002283
3,1500371000,50.69996383,0,$0.00 ,None,15  HECLA ST BOSTON MA 02122,Semi-Modern,Semi-Modern,Semi-Modern,3,11,0105 (Residential Property  / THREE-FAM DWELLING),,$120.09 ,,Good,Vinyl,"$964,300.00 ","$13,098.53 ","$237,400.00 ","$13,218.62 ","$1,201,700.00 ",0,Stone,Average,0,Ht Water/Steam,Average,Semi-Modern,Semi-Modern,Semi-Modern,3 Full Eat In Kitchens,105 - THREE-FAM DWELLING,"4,005 sq ft","3,808 sq ft",,3,0,0,No,Three Family,,No,,Rubber Roof,Flat,,Decker,20,,,,Average,1900,0,"15 Hecla Street, Boston, MA 02122, United States of America",42.30709575,-71.0594245,42.30710485,-71.05944577,"https://www.google.com/maps/search//@42.305104847735194,-71.0594457718168,263a,35y,39.46t/data=!3m1!1e3",32.8,1,83.49996383,28.00007483
2.5,1501283000,14.99993683,0,$0.00 ,None,83  NORTON ST BOSTON MA 02122,Semi-Modern,Semi-Modern,Semi-Modern,3,6,0105 (Residential Property  / THREE-FAM DWELLING),,$83.80 ,,Average,Vinyl,"$577,900.00 ","$9,469.92 ","$290,900.00 ","$9,553.72 ","$868,800.00 ",0,Stone,Average,0,Forced Hot Air,Average,Semi-Modern,Semi-Modern,Semi-Modern,2 Full Eat In Kitchens,105 - THREE-FAM DWELLING,"3,656 sq ft","4,176 sq ft",,3,0,1,No,Three Family,,No,,Asphalt Shingl,Gable,,Conventional,14,,,,Average,1900,0,"83 Norton Street, Boston, MA 02212, United States of America",42.3050999,-71.06765249,42.30511824,-71.06764915,"https://www.google.com/maps/search//@42.303118238888494,-71.0676491467647,263a,35y,39.46t/data=!3m1!1e3",82,1,96.99993683,78.49997383
2,1500573000,24.48002283,0,$0.00 ,None,8  CHARLES ST BOSTON MA 02122,Semi-Modern,Semi-Modern,,1,3,0101 (Residential Property  / SINGLE FAM DWELLING),,$43.45 ,,Average,Vinyl,"$277,000.00 ","$5,434.74 ","$221,600.00 ","$5,478.19 ","$498,600.00 ",0,Stone,Average,1,Forced Hot Air,Average,Semi-Modern,,,1 Full Eat In Kitchens,101 - SINGLE FAM DWELLING,"1,955 sq ft","3,666 sq ft",,1,0,3,No,One Family,,No,,Asphalt Shingl,Gable,,Colonial,6,,,,Fair,1920,0,"8 Charles Street, Boston, MA 02122, United States of America",42.30048865,-71.0609984,42.30047983,-71.06098207,"https://www.google.com/maps/search//@42.2984798328226,-71.0609820694164,263a,35y,39.46t/data=!3m1!1e3",29.52,1,54.00002283,21.50008783
2,1701018000,13.44016007,0,"$3,610.53 ",None,26  TREMLETT ST BOSTON MA 02124,Modern,Modern,,2,5,0101 (Residential Property  / SINGLE FAM DWELLING),,$35.88 ,Fair,Average,Vinyl,"$480,000.00 ","$8,288.36 ","$280,400.00 ","$4,713.71 ","$760,400.00 ",1,Stone,Good,0,Forced Hot Air,Average,Modern,,,1 Full Eat In Kitchens,101 - SINGLE FAM DWELLING,"2,203 sq ft","7,299 sq ft",,1,0,5,No,One Family,AVERAGE,Yes,,Asphalt Shingl,Hip,600,Colonial,9,,,Barn,Average,1910,8.533789251,"44 Alpha Road, Boston, MA 02212, United States of America",42.2955076,-71.06941081,42.29536365,-71.06940264,"https://www.google.com/maps/search//@42.2933636468915,-71.0694026438066,263a,35y,39.46t/data=!3m1!1e3",80.05978377,1,93.49994383,71.99998683
3,1700300000,13.66204811,0,$0.00 ,None,35  KENBERMA RD BOSTON MA 02124,Semi-Modern,Semi-Modern,Semi-Modern,3,9,0105 (Residential Property  / THREE-FAM DWELLING),,$89.25 ,,Good,Vinyl,"$721,400.00 ","$10,014.92 ","$197,400.00 ","$10,104.17 ","$918,800.00 ",0,Stone,Average,0,Forced Hot Air,Average,Semi-Modern,Semi-Modern,Semi-Modern,3 Full Eat In Kitchens,105 - THREE-FAM DWELLING,"3,541 sq ft","4,035 sq ft",,3,0,3,No,Three Family,,No,,Rubber Roof,Flat,,Decker,15,,,,Average,1905,0,"35 Kenberma Road, Boston, MA 02124, United States of America",42.2957678,-71.0739662,42.29577918,-71.07396506,"https://www.google.com/maps/search//@42.2937791766219,-71.0739650625746,263a,35y,39.46t/data=!3m1!1e3",102.8378497,1,116.4998978,98.49993383
2,1401428000,0.471304227,0,"$3,610.53 ",None,132  ROSSETER ST BOSTON MA 02121,Modern,Modern,,2,5,0101 (Residential Property  / SINGLE FAM DWELLING),,$5.01 ,Average,Good,Vinyl,"$307,700.00 ","$5,201.48 ","$169,500.00 ","$1,595.96 ","$477,200.00 ",1,Stone,Average,0,Ht Water/Steam,Average,Modern,,,1 Full Eat In Kitchens,101 - SINGLE FAM DWELLING,"1,949 sq ft","3,700 sq ft",,1,0,0,No,One Family,AVERAGE,Yes,,Asphalt Shingl,Gable,250,Colonial,9,,,Deck/Patio,Average,1890,5.725936835,"132 Rosseter Street, Boston, MA 02121, United States of America",42.30144205,-71.07272842,42.30145522,-71.07259245,"https://www.google.com/maps/search//@42.299455222594496,-71.0725924450409,263a,35y,39.46t/data=!3m1!1e3",90.87542869,1.5,91.34673292,82.17713183
2,1501034000,19.51998683,0,"$3,610.53 ",None,34  HOLIDAY ST BOSTON MA 02122,Semi-Modern,Semi-Modern,,1,5,0101 (Residential Property  / SINGLE FAM DWELLING),,$3.21 ,Average,Average,Vinyl,"$278,700.00 ","$5,021.63 ","$182,000.00 ","$1,414.31 ","$460,700.00 ",0,Stone,Average,1,Forced Hot Air,Average,Semi-Modern,,,1 Full Eat In Kitchens,101 - SINGLE FAM DWELLING,"1,578 sq ft","3,550 sq ft",,1,0,2,No,One Family,AVERAGE,Yes,,Asphalt Shingl,Gable,160,Colonial,8,,,Shed,Average,1925,0,"34 Holiday Street, Boston, MA 02212, United States of America",42.30251605,-71.06903966,42.30253259,-71.06903726,"https://www.google.com/maps/search//@42.3005325874336,-71.0690372567264,263a,35y,39.46t/data=!3m1!1e3",52.48,1,71.99998683,46.00003883
2.5,1701247000,27.75869569,0,"$3,610.53 ",None,29  LINDSEY ST BOSTON MA 02124,Semi-Modern,Semi-Modern,,2,6,0104 (Residential Property  / TWO-FAM DWELLING),,$26.03 ,,Average,Vinyl,"$510,100.00 ","$8,093.25 ","$232,400.00 ","$3,718.75 ","$742,500.00 ",0,Stone,Average,0,Forced Hot Air,Average,Semi-Modern,Semi-Modern,,2 Full Eat In Kitchens,104 - TWO-FAM DWELLING,"3,437 sq ft","3,915 sq ft",,2,0,2,Yes,Two Family,,Yes,,Asphalt Shingl,Hip,,Conventional,14,,,,Average,1900,0,"29 Lindsey Street, Boston, MA 02124, United States of America",42.2977179,-71.06884643,42.29773418,-71.06884982,"https://www.google.com/maps/search//@42.2957341767605,-71.0688498192699,263a,35y,39.46t/data=!3m1!1e3",55.74126814,1,83.49996383,47.50003583
3,1501613000,1.817771583,0,$0.00 ,None,79  ADAMS ST BOSTON MA 02122,Semi-Modern,Semi-Modern,Semi-Modern,4,9,0105 (Residential Property  / THREE-FAM DWELLING),,$114.21 ,,Average,Wood Shake,"$865,200.00 ","$12,511.02 ","$282,600.00 ","$12,625.23 ","$1,147,800.00 ",0,Stone,Average,0,Forced Hot Air,Average,Modern,Modern,Modern,3 Full Eat In Kitchens,105 - THREE-FAM DWELLING,"3,939 sq ft","3,924 sq ft",,3,0,0,No,Three Family,,No,,Rubber Roof,Flat,,Decker,18,,,,Average,1905,2.595945622,"79 Adams Street, Boston, MA 02122, United States of America",42.306043,-71.06204115,42.30607983,-71.06189641,"https://www.google.com/maps/search//@42.3040798349224,-71.0618964132234,263a,35y,39.46t/data=!3m1!1e3",55.76,1.5,57.57777158,48.08271183
3,1500467000,11.42003583,0,"$3,610.53 ",None,26  LYON ST BOSTON MA 02122,Modern,Modern,Modern,3,9,0105 (Residential Property  / THREE-FAM DWELLING),,$79.19 ,,Average,Vinyl,"$905,300.00 ","$12,620.02 ","$252,500.00 ","$9,088.68 ","$1,157,800.00 ",0,Stone,Average,0,Forced Hot Air,Average,Semi-Modern,Semi-Modern,Semi-Modern,3 Full Eat In Kitchens,105 - THREE-FAM DWELLING,"5,138 sq ft","4,003 sq ft",,3,0,0,No,Three Family,,Yes,,Asphalt Shingl,Hip,,Decker,20,,,,Average,1905,0,"26 Lyon Street, Boston, MA 02122, United States of America",42.3062793,-71.05994277,42.30629568,-71.05994312,"https://www.google.com/maps/search//@42.3042956745848,-71.0599431237768,263a,35y,39.46t/data=!3m1!1e3",36.08,1,47.50003583,31.00006883
2.5,1501140000,36.13997983,0,$0.00 ,None,82  TOPLIFF ST BOSTON MA 02122,Modern,Modern,Semi-Modern,3,9,0105 (Residential Property  / THREE-FAM DWELLING),,$93.37 ,,Average,Vinyl,"$703,500.00 ","$10,426.94 ","$253,100.00 ","$10,520.31 ","$956,600.00 ",0,Stone,Average,0,Forced Hot Air,Average,Modern,Modern,Semi-Modern,3 Full Eat In Kitchens,105 - THREE-FAM DWELLING,"3,399 sq ft","4,209 sq ft",,3,0,4,No,Three Family,,No,,Asphalt Shingl,Gable,,Conventional,14,,,,Average,1900,0,"82 Topliff Street, Boston, MA 02212, United States of America",42.3019831,-71.06757005,42.3019998,-71.06756753,"https://www.google.com/maps/search//@42.2999997966094,-71.0675675270112,263a,35y,39.46t/data=!3m1!1e3",39.36,1,75.49997983,34.50006183
2.5,1702283000,23.66805946,0,$0.00 ,None,74  BLOOMFIELD ST BOSTON MA 02124,Semi-Modern,Semi-Modern,,2,6,0101 (Residential Property  / SINGLE FAM DWELLING),,$43.82 ,,Average,Vinyl,"$287,600.00 ","$5,471.80 ","$214,400.00 ","$5,515.62 ","$502,000.00 ",0,Stone,Average,0,Ht Water/Steam,Average,Semi-Modern,,,1 Full Eat In Kitchens,101 - SINGLE FAM DWELLING,"2,744 sq ft","5,000 sq ft",,1,0,6,No,One Family,,No,,Asphalt Shingl,Gable,,Colonial,12,,,,Average,1900,0,"74 Bloomfield Street, Boston, MA 02212, United States of America",42.2987081,-71.06903839,42.29872519,-71.06903913,"https://www.google.com/maps/search//@42.2967251873553,-71.0690391321111,263a,35y,39.46t/data=!3m1!1e3",56.83191037,1,80.49996983,52.50002583
3,1502118000,11.27995083,0,"$3,610.53 ",None,54  NORTON ST BOSTON MA 02125,Semi-Modern,Modern,Semi-Modern,3,9,0105 (Residential Property  / THREE-FAM DWELLING),,$57.00 ,Poor,Average,Vinyl,"$696,600.00 ","$10,400.78 ","$257,600.00 ","$6,847.25 ","$954,200.00 ",0,Stone,Average,0,Forced Hot Air,Average,Semi-Modern,Semi-Modern,Semi-Modern,3 Full Eat In Kitchens,105 - THREE-FAM DWELLING,"3,876 sq ft","3,956 sq ft",,3,0,3,No,Three Family,AVERAGE,Yes,,Rubber Roof,Flat,432,Decker,18,,,Garage,Average,1905,0,"54 Norton Street, Boston, MA 02212, United States of America",42.3060573,-71.06824243,42.30606905,-71.06824178,"https://www.google.com/maps/search//@42.3040690542135,-71.0682417772981,263a,35y,39.46t/data=!3m1!1e3",78.72,1,89.99995083,71.99998683
2,1500445000,37.69998983,0,$0.00 ,None,8  HECLA ST BOSTON MA 02122,Semi-Modern,Semi-Modern,Semi-Modern,3,7,0104 (Residential Property  / TWO-FAM DWELLING),,$61.03 ,,Average,Vinyl,"$470,700.00 ","$7,192.91 ","$189,200.00 ","$7,253.94 ","$659,900.00 ",0,Stone,Average,0,Ht Water/Steam,Average,Semi-Modern,Semi-Modern,Semi-Modern,2 Full Eat In Kitchens,104 - TWO-FAM DWELLING,"2,394 sq ft","2,286 sq ft",,3,0,2,No,Two Family,,No,,Asphalt Shingl,Gable,,Conventional,12,,,,Average,1900,0,"8 Hecla Street, Boston, MA 02122, United States of America",42.3068419,-71.05955569,42.30684922,-71.05954428,"https://www.google.com/maps/search//@42.3048492228435,-71.0595442762509,263a,35y,39.46t/data=!3m1!1e3",32.8,1,70.49998983,29.50007183
1,1502217000,2.293195684,0,"$3,610.53 ",Central AC,158  BOWDOIN ST BOSTON MA 02121,Semi-Modern,Semi-Modern,,2,3,0101 (Residential Property  / SINGLE FAM DWELLING),,$6.34 ,Good,Average,Vinyl,"$285,100.00 ","$5,334.46 ","$204,300.00 ","$1,730.27 ","$489,400.00 ",0,Concrete,Average,0,Forced Hot Air,Good,Semi-Modern,,,1 Full Eat In Kitchens,101 - SINGLE FAM DWELLING,"1,484 sq ft","6,033 sq ft",,1,0,4,No,One Family,AVERAGE,Yes,,Asphalt Shingl,Gable,180,Ranch,5,,,Deck/Patio,Average,1987,3.930661631,"162 Bowdoin Street, Boston, MA 02212, United States of America",42.30423875,-71.07011581,42.30411962,-71.07014977,"https://www.google.com/maps/search//@42.3021196233356,-71.0701497743573,263a,35y,39.46t/data=!3m1!1e3",80.46595598,1.5,82.75915167,71.40057858
2.5,1500905000,28.11835048,0,"$3,610.53 ",Central AC,11  HOLIDAY ST BOSTON MA 02124,Modern,Modern,,2,6,0101 (Residential Property  / SINGLE FAM DWELLING),,$23.30 ,,Average,Alum Siding,"$465,300.00 ","$7,030.50 ","$179,700.00 ","$3,443.27 ","$645,000.00 ",1,Stone,Average,0,Forced Hot Air,Average,Modern,,,1 Full Eat In Kitchens,101 - SINGLE FAM DWELLING,"2,013 sq ft","3,550 sq ft",,1,0,4,No,One Family,,Yes,,Asphalt Shingl,Gable,,Colonial,9,,,,Average,1915,0,"11 Holiday Street, Boston, MA 02212, United States of America",42.301864,-71.07097877,42.30187223,-71.07098129,"https://www.google.com/maps/search//@42.2998722292769,-71.0709812872317,263a,35y,39.46t/data=!3m1!1e3",65.38159336,1,93.49994383,59.00001283
3,1500793001,42.61990783,0,"$3,610.53 ",None,42  WESTVILLE ST BOSTON MA 02124,Semi-Modern,Semi-Modern,Semi-Modern,3,11,0105 (Residential Property  / THREE-FAM DWELLING),,$78.74 ,,Average,Brick/Stone,"$847,900.00 ","$12,574.24 ","$305,700.00 ","$9,042.45 ","$1,153,600.00 ",0,Brick,Good,0,Ht Water/Steam,Average,Semi-Modern,Semi-Modern,Semi-Modern,3 Full Eat In Kitchens,105 - THREE-FAM DWELLING,"4,572 sq ft","3,682 sq ft",,3,0,3,No,Three Family,,Yes,,Rubber Roof,Flat,,Semi-Det,19,,,,Average,1905,0.83884138,"42 Westville Street, Boston, MA 02124, United States of America",42.3004087,-71.0704606,42.30040542,-71.07046978,"https://www.google.com/maps/search//@42.2984054154812,-71.0704697815028,263a,35y,39.46t/data=!3m1!1e3",68.88,1,111.4999078,65.49999983
3,1501599000,-2.231391973,0,$0.00 ,,41  ROBINSON ST BOSTON MA 02122,,,,,,0995 (Exempt Property Type / CONDO MAIN),0,$0.00 ,,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,,,,,,,,,,,0 sq ft,"3,748 sq ft",0,,,,No,Condo Main Building,,No,0,,,,,,"$1,051,200 ",0,,,1905,2.826345658,"41 Robinson Street, Boston, MA 02122, United States of America",42.30285455,-71.06249163,42.30275487,-71.06250431,"https://www.google.com/maps/search//@42.300754870665195,-71.0625043113892,263a,35y,39.46t/data=!3m1!1e3",78.65689489,1.5,76.42550292,69.54887625
2.5,1700114000,6.699887833,0,"$3,610.53 ",None,21  SCHOOL ST BOSTON MA 02124,Modern,Modern,Modern,3,5,0104 (Residential Property  / TWO-FAM DWELLING),,$38.64 ,Average,Good,Vinyl,"$598,200.00 ","$8,564.13 ","$187,500.00 ","$4,992.24 ","$785,700.00 ",1,Stone,Average,0,Ht Water/Steam,Good,Modern,Modern,,2 Full Eat In Kitchens,104 - TWO-FAM DWELLING,"3,064 sq ft","3,219 sq ft",,2,0,1,No,Two Family,AVERAGE,Yes,,Asphalt Shingl,Hip,180,Conventional,11,,,Garage,Average,1910,5.274824494,"21 School Street, Boston, MA 02124, United States of America",42.29669885,-71.07442354,42.29667912,-71.07456164,"https://www.google.com/maps/search//@42.2946791239933,-71.0745616389482,263a,35y,39.46t/data=!3m1!1e3",114.8,1,121.4998878,108.4999138
3,1502125000,23.05993383,0,"$3,610.53 ",None,36  NORTON ST BOSTON MA 02125,Semi-Modern,Semi-Modern,Semi-Modern,3,9,0105 (Residential Property  / THREE-FAM DWELLING),,$48.37 ,,Average,Vinyl,"$645,700.00 ","$9,537.50 ","$229,300.00 ","$5,975.34 ","$875,000.00 ",0,Stone,Average,0,Forced Hot Air,Average,Semi-Modern,Semi-Modern,Semi-Modern,3 Full Eat In Kitchens,105 - THREE-FAM DWELLING,"3,222 sq ft","3,115 sq ft",,3,0,3,No,Three Family,,Yes,,Composition,Flat,,Decker,18,,,,Average,1905,0,"36 Norton Street, Boston, MA 02125, United States of America",42.306614,-71.06860961,42.306627,-71.06860187,"https://www.google.com/maps/search//@42.3046270024548,-71.0686018713037,263a,35y,39.46t/data=!3m1!1e3",75.44,1,98.49993383,70.49998983
2.5,1501050000,13.08001283,0,$0.00 ,None,67  TOPLIFF ST BOSTON MA 02122,No Remodeling,No Remodeling,Semi-Modern,3,7,0105 (Residential Property  / THREE-FAM DWELLING),,$78.53 ,Fair,Average,Vinyl,"$555,100.00 ","$8,943.45 ","$265,400.00 ","$9,021.98 ","$820,500.00 ",0,Stone,Average,0,Ht Water/Steam,Average,No Remodeling,No Remodeling,No Remodeling,3 Full Eat In Kitchens,105 - THREE-FAM DWELLING,"3,642 sq ft","5,030 sq ft",,3,0,4,No,Three Family,AVERAGE,No,,Asphalt Shingl,Gable,420,Conventional,13,,,Garage,Average,1920,0,"67 Topliff Street, Boston, MA 02122, United States of America",42.3024436,-71.06818126,42.30245521,-71.06818287,"https://www.google.com/maps/search//@42.300455204786594,-71.0681828708155,263a,35y,39.46t/data=!3m1!1e3",45.92,1,59.00001283,42.50004583
3,1500435000,11.58001583,0,$0.00 ,None,52  HECLA ST BOSTON MA 02122,Modern,Modern,Modern,4,12,0105 (Residential Property  / THREE-FAM DWELLING),,$128.62 ,,Average,Vinyl,"$1,052,200.00 ","$13,952.00 ","$227,800.00 ","$14,080.62 ","$1,280,000.00 ",0,Stone,Average,0,Forced Hot Air,Good,Modern,Modern,Modern,3 Full Eat In Kitchens,105 - THREE-FAM DWELLING,"3,807 sq ft","2,468 sq ft",,3,0,1,No,Three Family,,No,,Rubber Roof,Flat,,Decker,19,,,,Average,1905,0,"52 Hecla Street, Boston, MA 02122, United States of America",42.30647985,-71.06106192,42.30648439,-71.0610752,"https://www.google.com/maps/search//@42.304484391495194,-71.0610751960544,263a,35y,39.46t/data=!3m1!1e3",45.92,1,57.50001583,41.00004883
1,1502302000,14.59990483,0,$0.00 ,None,5  ROCK TE BOSTON MA 02121,Semi-Modern,,,1,3,0101 (Residential Property  / SINGLE FAM DWELLING),,$35.85 ,,Average,Wood Shake,"$197,200.00 ","$4,675.01 ","$231,700.00 ","$4,710.86 ","$428,900.00 ",0,Concrete Block,Average,0,Forced Hot Air,Fair,Semi-Modern,,,1 Full Eat In Kitchens,101 - SINGLE FAM DWELLING,"1,132 sq ft","7,119 sq ft",,1,0,4,No,One Family,,No,,Asphalt Shingl,Gable,,Bungalow,5,,,,Average,1925,0,"5 Rock Terrace, Boston, MA 02212, United States of America",42.30621425,-71.0715736,42.30622333,-71.07158348,"https://www.google.com/maps/search//@42.3042233329273,-71.0715834846556,263a,35y,39.46t/data=!3m1!1e3",98.4,1,112.9999048,94.99994083
2,1501148000,16.58358199,0,"$3,610.53 ",None,15  LONGFELLOW ST BOSTON MA 02122,No Remodeling,No Remodeling,,2,6,0104 (Residential Property  / TWO-FAM DWELLING),,$20.76 ,,Average,Vinyl,"$408,700.00 ","$6,776.53 ","$213,000.00 ","$3,186.76 ","$621,700.00 ",0,Stone,Average,0,Forced Hot Air,Average,Semi-Modern,Semi-Modern,,2 Full Eat In Kitchens,104 - TWO-FAM DWELLING,"2,490 sq ft","3,449 sq ft",,2,0,2,No,Two Family,,Yes,,Asphalt Shingl,Gable,,Conventional,13,,,,Average,1900,0,"15 Longfellow Street, Boston, MA 02122, United States of America",42.3023517,-71.06652856,42.30236069,-71.06653598,"https://www.google.com/maps/search//@42.3003606895862,-71.0665359774446,263a,35y,39.46t/data=!3m1!1e3",37.41644084,1,54.00002283,33.00006483
